Name,Age,Team,League,Position,Games,Games Started,Minutes Played,Field Goals,Field Goal Attempts,Field Goal Percentage,Three Pointers,Three Pointers Attempted,Three Point Percentage,Two Pointers,Two Pointers Attempted,Two Point Percentage,Effective Field Goal Percentage,Free Throws,Free Throws Attempted,Free Throw,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points
2015-16 Denver Nuggets,,2015-16 Denver Nuggets,NBA,,82,,19830,3093,7003,.442,656,1943,.338,2437,5060,.482,.489,1513,1974,.766,940,2719,3659,1858,609,395,1202,1723,8355,
Danilo Gallinari,27,DEN,NBA,SF,53,53,1839,287,700,.410,87,239,.364,200,461,.434,.472,375,432,.868,51,230,281,135,42,19,77,87,1036,
